"Time (s) Run #1","Absolute Pressure (kPa) Run #1","Temperature (°C) Run #1","Abs (K) Run #1"
43.050,103.902,53.56,326.71
43.100,103.891,53.57,326.72
43.150,103.889,53.57,326.72
43.200,103.904,53.57,326.72
43.250,103.915,53.57,326.72
43.300,103.902,53.57,326.72
43.350,103.898,53.58,326.73
43.400,103.948,53.58,326.73
43.450,103.885,53.58,326.73
43.500,103.915,53.58,326.73
43.550,103.913,53.58,326.73
43.600,103.917,53.58,326.73
43.650,103.887,53.59,326.74
43.700,103.915,53.59,326.74
43.750,103.891,53.59,326.74
43.800,103.883,53.60,326.75
43.850,103.915,53.60,326.75
43.900,103.909,53.61,326.76
43.950,103.926,53.61,326.76
44.000,103.922,53.62,326.77
44.050,103.919,53.62,326.77
44.100,103.926,53.63,326.78
44.150,103.902,53.64,326.79
44.200,103.917,53.64,326.79
44.250,103.917,53.65,326.80
44.300,103.917,53.65,326.80
44.350,103.876,53.66,326.81
44.400,103.932,53.67,326.82
44.450,103.937,53.67,326.82
44.500,103.939,53.68,326.83
44.550,103.924,53.68,326.83
44.600,103.924,53.69,326.84
44.650,103.917,53.69,326.84
44.700,103.902,53.70,326.85
44.750,103.876,53.70,326.85
44.800,103.902,53.71,326.86
44.850,103.919,53.71,326.86
44.900,103.917,53.72,326.87
44.950,103.922,53.73,326.88
45.000,103.939,53.73,326.88
45.050,103.915,53.74,326.89
45.100,103.926,53.75,326.90
45.150,103.909,53.76,326.91
45.200,103.887,53.77,326.92
45.250,103.915,53.78,326.93
45.300,103.922,53.79,326.94
45.350,103.922,53.80,326.95
45.400,103.913,53.82,326.97
45.450,103.926,53.83,326.98
45.500,103.887,53.84,326.99
45.550,103.926,53.85,327.00
45.600,103.922,53.86,327.01
45.650,103.926,53.86,327.01
45.700,103.939,53.86,327.01
45.750,103.891,53.87,327.02
45.800,103.932,53.87,327.02
45.850,103.909,53.87,327.02
45.900,103.911,53.87,327.02
45.950,103.917,53.87,327.02
46.000,103.885,53.87,327.02
46.050,103.915,53.87,327.02
46.100,103.954,53.87,327.02
46.150,103.865,53.87,327.02
46.200,103.922,53.87,327.02
46.250,103.932,53.88,327.03
46.300,103.893,53.88,327.03
46.350,103.917,53.88,327.03
46.400,103.930,53.88,327.03
46.450,103.915,53.88,327.03
46.500,103.937,53.88,327.03
46.550,103.926,53.89,327.04
46.600,103.928,53.89,327.04
46.650,103.926,53.89,327.04
46.700,103.911,53.89,327.04
46.750,103.952,53.89,327.04
46.800,103.952,53.89,327.04
46.850,103.909,53.89,327.04
46.900,103.911,53.89,327.04
46.950,103.917,53.89,327.04
47.000,103.924,53.89,327.04
47.050,103.911,53.89,327.04
47.100,103.928,53.89,327.04
47.150,103.963,53.88,327.03
47.200,103.922,53.88,327.03
47.250,103.917,53.88,327.03
47.300,103.902,53.89,327.04
47.350,103.893,53.89,327.04
47.400,103.909,53.89,327.04
47.450,103.904,53.89,327.04
47.500,103.880,53.89,327.04
47.550,103.928,53.89,327.04
47.600,103.922,53.90,327.05
47.650,103.950,53.90,327.05
47.700,103.911,53.90,327.05
47.750,103.909,53.90,327.05
47.800,103.941,53.90,327.05
47.850,103.904,53.91,327.06
47.900,103.896,53.91,327.06
47.950,103.911,53.91,327.06
48.000,103.911,53.91,327.06
48.050,103.932,53.91,327.06
48.100,103.898,53.92,327.07
48.150,103.932,53.92,327.07
48.200,103.926,53.92,327.07
48.250,103.909,53.93,327.08
48.300,103.896,53.94,327.09
48.350,103.932,53.94,327.09
48.400,103.904,53.94,327.09
48.450,103.915,53.95,327.10
48.500,103.911,53.95,327.10
48.550,103.924,53.96,327.11
48.600,103.919,53.97,327.12
48.650,103.911,53.97,327.12
48.700,103.915,53.98,327.13
48.750,103.906,53.98,327.13
48.800,103.913,53.99,327.14
48.850,103.924,53.99,327.14
48.900,103.915,53.99,327.14
48.950,103.939,54.00,327.15
49.000,103.913,54.00,327.15
49.050,103.874,54.01,327.16
49.100,103.922,54.01,327.16
49.150,103.878,54.02,327.17
49.200,103.893,54.03,327.18
49.250,103.911,54.03,327.18
49.300,103.919,54.04,327.19
49.350,103.917,54.05,327.20
49.400,103.922,54.06,327.21
49.450,103.952,54.06,327.21
49.500,103.935,54.07,327.22
49.550,103.924,54.08,327.23
49.600,103.904,54.09,327.24
49.650,103.917,54.09,327.24
49.700,103.924,54.10,327.25
49.750,103.902,54.11,327.26
49.800,103.945,54.11,327.26
49.850,103.922,54.12,327.27
49.900,103.915,54.13,327.28
49.950,103.928,54.13,327.28
50.000,103.932,54.14,327.29
50.050,103.939,54.15,327.30
50.100,103.906,54.15,327.30
50.150,103.958,54.16,327.31
50.200,103.932,54.17,327.32
50.250,103.945,54.17,327.32
50.300,103.924,54.18,327.33
50.350,103.930,54.18,327.33
50.400,103.928,54.19,327.34
50.450,103.906,54.19,327.34
50.500,103.919,54.20,327.35
50.550,103.928,54.20,327.35
50.600,103.924,54.21,327.36
50.650,103.932,54.21,327.36
50.700,103.917,54.21,327.36
50.750,103.926,54.22,327.37
50.800,103.922,54.22,327.37
50.850,103.935,54.23,327.38
50.900,103.930,54.23,327.38
50.950,103.915,54.24,327.39
51.000,103.937,54.24,327.39
51.050,103.932,54.24,327.39
51.100,103.917,54.25,327.40
51.150,103.904,54.25,327.40
51.200,103.913,54.25,327.40
51.250,103.887,54.26,327.41
51.300,103.922,54.27,327.42
51.350,103.904,54.27,327.42
51.400,103.924,54.28,327.43
51.450,103.893,54.28,327.43
51.500,103.900,54.29,327.44
51.550,103.900,54.29,327.44
51.600,103.926,54.30,327.45
51.650,103.917,54.31,327.46
51.700,103.922,54.31,327.46
51.750,103.917,54.32,327.47
51.800,103.902,54.32,327.47
51.850,103.900,54.33,327.48
51.900,103.913,54.33,327.48
51.950,103.909,54.34,327.49
52.000,103.911,54.34,327.49
52.050,103.915,54.35,327.50
52.100,103.935,54.35,327.50
52.150,103.926,54.36,327.51
52.200,103.883,54.37,327.52
52.250,103.887,54.37,327.52
52.300,103.922,54.38,327.53
52.350,103.902,54.39,327.54
52.400,103.937,54.39,327.54
52.450,103.893,54.40,327.55
52.500,103.902,54.41,327.56
52.550,103.913,54.41,327.56
52.600,103.945,54.42,327.57
52.650,103.935,54.42,327.57
52.700,103.898,54.43,327.58
52.750,103.919,54.43,327.58
52.800,103.924,54.44,327.59
52.850,103.915,54.44,327.59
52.900,103.922,54.45,327.60
52.950,103.909,54.45,327.60
53.000,103.922,54.45,327.60
53.050,103.932,54.46,327.61
53.100,103.906,54.47,327.62
53.150,103.930,54.47,327.62
53.200,103.902,54.48,327.63
53.250,103.900,54.48,327.63
53.300,103.922,54.48,327.63
53.350,103.939,54.49,327.64
53.400,103.896,54.49,327.64
53.450,103.887,54.49,327.64
53.500,103.913,54.49,327.64
53.550,103.909,54.49,327.64
53.600,103.919,54.49,327.64
53.650,103.909,54.50,327.65
53.700,103.902,54.50,327.65
53.750,103.928,54.50,327.65
53.800,103.904,54.50,327.65
53.850,103.906,54.51,327.66
53.900,103.948,54.51,327.66
53.950,103.930,54.52,327.67
54.000,103.924,54.52,327.67
54.050,103.913,54.52,327.67
54.100,103.909,54.53,327.68
54.150,103.902,54.54,327.69
54.200,103.909,54.54,327.69
54.250,103.922,54.54,327.69
54.300,103.917,54.55,327.70
54.350,103.900,54.55,327.70
54.400,103.919,54.55,327.70
54.450,103.896,54.55,327.70
54.500,103.911,54.56,327.71
54.550,103.930,54.56,327.71
54.600,103.896,54.57,327.72
54.650,103.904,54.57,327.72
54.700,103.909,54.58,327.73
54.750,103.945,54.59,327.74
54.800,103.928,54.59,327.74
54.850,103.945,54.60,327.75
54.900,103.909,54.60,327.75
54.950,103.893,54.61,327.76
55.000,103.926,54.62,327.77
55.050,103.932,54.62,327.77
55.100,103.904,54.63,327.78
55.150,103.904,54.63,327.78
55.200,103.928,54.64,327.79
55.250,103.878,54.64,327.79
55.300,103.893,54.65,327.80
55.350,103.878,54.65,327.80
55.400,103.889,54.64,327.79
55.450,103.865,54.65,327.80
55.500,103.885,54.65,327.80
55.550,103.917,54.65,327.80
55.600,103.891,54.65,327.80
55.650,103.898,54.65,327.80
55.700,103.891,54.66,327.81
55.750,103.915,54.66,327.81
55.800,103.885,54.66,327.81
55.850,103.889,54.66,327.81
55.900,103.902,54.66,327.81
55.950,103.928,54.67,327.82
56.000,103.930,54.67,327.82
56.050,103.909,54.67,327.82
56.100,103.893,54.67,327.82
56.150,103.913,54.67,327.82
56.200,103.911,54.67,327.82
56.250,103.902,54.68,327.83
56.300,103.900,54.68,327.83
56.350,103.883,54.68,327.83
56.400,103.913,54.68,327.83
56.450,103.889,54.69,327.84
56.500,103.902,54.69,327.84
56.550,103.909,54.69,327.84
56.600,103.948,54.69,327.84
56.650,103.900,54.70,327.85
56.700,103.889,54.70,327.85
56.750,103.878,54.71,327.86
56.800,103.915,54.72,327.87
56.850,103.896,54.72,327.87
56.900,103.909,54.73,327.88
56.950,103.926,54.73,327.88
57.000,103.902,54.74,327.89
57.050,103.898,54.74,327.89
57.100,103.902,54.75,327.90
57.150,103.900,54.75,327.90
57.200,103.898,54.76,327.91
57.250,103.898,54.76,327.91
57.300,103.896,54.76,327.91
57.350,103.913,54.76,327.91
57.400,103.902,54.77,327.92
57.450,103.900,54.77,327.92
57.500,103.919,54.77,327.92
57.550,103.893,54.77,327.92
57.600,103.926,54.77,327.92
57.650,103.902,54.77,327.92
57.700,103.893,54.77,327.92
57.750,103.900,54.77,327.92
57.800,103.911,54.77,327.92
57.850,103.902,54.78,327.93
57.900,103.935,54.78,327.93
57.950,103.919,54.78,327.93
58.000,103.872,54.78,327.93
58.050,103.896,54.78,327.93
58.100,103.904,54.79,327.94
58.150,103.896,54.79,327.94
58.200,103.887,54.79,327.94
58.250,103.885,54.80,327.95
58.300,103.891,54.79,327.94
58.350,103.926,54.79,327.94
58.400,103.913,54.80,327.95
58.450,103.900,54.80,327.95
58.500,103.889,54.80,327.95
58.550,103.883,54.79,327.94
58.600,103.880,54.79,327.94
58.650,103.872,54.79,327.94
58.700,103.852,54.79,327.94
58.750,103.885,54.79,327.94
58.800,103.883,54.79,327.94
58.850,103.924,54.79,327.94
58.900,103.906,54.79,327.94
58.950,103.880,54.79,327.94
59.000,103.872,54.79,327.94
59.050,103.878,54.79,327.94
59.100,103.883,54.79,327.94
59.150,103.850,54.80,327.95
59.200,103.874,54.80,327.95
59.250,103.880,54.80,327.95
59.300,103.859,54.80,327.95
59.350,103.889,54.81,327.96
59.400,103.915,54.81,327.96
59.450,103.900,54.81,327.96
59.500,103.904,54.81,327.96
59.550,103.902,54.82,327.97
59.600,103.874,54.82,327.97
59.650,103.865,54.81,327.96
59.700,103.893,54.82,327.97
59.750,103.898,54.81,327.96
59.800,103.887,54.81,327.96
59.850,103.896,54.81,327.96
59.900,103.909,54.81,327.96
59.950,103.876,54.81,327.96
60.000,103.878,54.81,327.96
60.050,103.883,54.81,327.96
60.100,103.876,54.81,327.96
60.150,103.906,54.81,327.96
60.200,103.893,54.81,327.96
60.250,103.878,54.81,327.96
60.300,103.878,54.81,327.96
60.350,103.902,54.81,327.96
60.400,103.872,54.81,327.96
60.450,103.876,54.81,327.96
60.500,103.870,54.81,327.96
60.550,103.893,54.81,327.96
60.600,103.878,54.81,327.96
60.650,103.900,54.81,327.96
60.700,103.900,54.81,327.96
60.750,103.893,54.81,327.96
60.800,103.893,54.81,327.96
60.850,103.891,54.81,327.96
60.900,103.880,54.81,327.96
60.950,103.902,54.81,327.96
61.000,103.865,54.82,327.97
61.050,103.893,54.82,327.97
61.100,103.891,54.82,327.97
61.150,103.896,54.82,327.97
61.200,103.902,54.82,327.97
61.250,103.885,54.83,327.98
61.300,103.878,54.83,327.98
61.350,103.924,54.83,327.98
61.400,103.906,54.83,327.98
61.450,103.906,54.83,327.98
61.500,103.900,54.84,327.99
61.550,103.878,54.84,327.99
61.600,103.906,54.84,327.99
61.650,103.906,54.84,327.99
61.700,103.926,54.85,328.00
61.750,103.904,54.84,327.99
61.800,103.889,54.85,328.00
61.850,103.915,54.84,327.99
61.900,103.902,54.84,327.99
61.950,103.928,54.84,327.99
62.000,103.919,54.84,327.99
62.050,103.891,54.84,327.99
62.100,103.893,54.84,327.99
62.150,103.880,54.84,327.99
62.200,103.904,54.84,327.99
62.250,103.887,54.84,327.99
62.300,103.893,54.84,327.99
62.350,103.932,54.84,327.99
62.400,103.867,54.84,327.99
62.450,103.865,54.84,327.99
62.500,103.915,54.84,327.99
62.550,103.878,54.84,327.99
62.600,103.876,54.84,327.99
62.650,103.913,54.84,327.99
62.700,103.922,54.85,328.00
62.750,103.872,54.85,328.00
62.800,103.902,54.85,328.00
62.850,103.906,54.85,328.00
62.900,103.867,54.86,328.01
62.950,103.883,54.86,328.01
63.000,103.893,54.87,328.02
63.050,103.898,54.87,328.02
63.100,103.891,54.88,328.03
63.150,103.885,54.88,328.03
63.200,103.898,54.88,328.03
63.250,103.902,54.89,328.04
63.300,103.915,54.90,328.05
63.350,103.883,54.90,328.05
63.400,103.883,54.91,328.06
63.450,103.876,54.91,328.06
63.500,103.870,54.92,328.07
63.550,103.911,54.93,328.08
63.600,103.896,54.94,328.09
63.650,103.896,54.94,328.09
63.700,103.870,54.95,328.10
63.750,103.909,54.95,328.10
63.800,103.852,54.96,328.11
63.850,103.850,54.97,328.12
63.900,103.898,54.97,328.12
63.950,103.876,54.98,328.13
64.000,103.898,54.98,328.13
64.050,103.887,54.98,328.13
64.100,103.874,54.99,328.14
64.150,103.883,54.99,328.14
64.200,103.867,55.00,328.15
64.250,103.887,55.00,328.15
64.300,103.878,55.01,328.16
64.350,103.874,55.01,328.16
64.400,103.889,55.01,328.16
64.450,103.870,55.02,328.17
64.500,103.876,55.02,328.17
64.550,103.861,55.03,328.18
64.600,103.889,55.03,328.18
64.650,103.859,55.04,328.19
64.700,103.867,55.04,328.19
64.750,103.876,55.05,328.20
64.800,103.887,55.05,328.20
64.850,103.887,55.05,328.20
64.900,103.896,55.06,328.21
64.950,103.900,55.06,328.21
65.000,103.848,55.06,328.21
65.050,103.867,55.07,328.22
65.100,103.874,55.07,328.22
65.150,103.889,55.07,328.22
65.200,103.843,55.08,328.23
65.250,103.854,55.08,328.23
65.300,103.887,55.09,328.24
65.350,103.863,55.09,328.24
65.400,103.848,55.09,328.24
65.450,103.872,55.10,328.25
65.500,103.878,55.10,328.25
65.550,103.859,55.11,328.26
65.600,103.859,55.11,328.26
65.650,103.865,55.12,328.27
65.700,103.850,55.12,328.27
65.750,103.854,55.12,328.27
65.800,103.835,55.13,328.28
65.850,103.872,55.14,328.29
65.900,103.854,55.14,328.29
65.950,103.874,55.15,328.30
66.000,103.867,55.15,328.30
66.050,103.848,55.16,328.31
66.100,103.859,55.17,328.32
66.150,103.867,55.17,328.32
66.200,103.837,55.18,328.33
66.250,103.876,55.18,328.33
66.300,103.848,55.19,328.34
66.350,103.839,55.20,328.35
66.400,103.837,55.20,328.35
66.450,103.885,55.20,328.35
66.500,103.889,55.21,328.36
66.550,103.835,55.21,328.36
66.600,103.872,55.21,328.36
66.650,103.874,55.22,328.37
66.700,103.843,55.22,328.37
66.750,103.872,55.23,328.38
66.800,103.843,55.23,328.38
66.850,103.883,55.23,328.38
66.900,103.852,55.23,328.38
66.950,103.837,55.24,328.39
67.000,103.841,55.24,328.39
67.050,103.824,55.24,328.39
67.100,103.828,55.24,328.39
67.150,103.817,55.24,328.39
67.200,103.841,55.25,328.40
67.250,103.857,55.25,328.40
67.300,103.839,55.25,328.40
67.350,103.850,55.25,328.40
67.400,103.874,55.26,328.41
67.450,103.859,55.26,328.41
67.500,103.811,55.26,328.41
67.550,103.896,55.26,328.41
67.600,103.839,55.26,328.41
67.650,103.815,55.26,328.41
67.700,103.817,55.27,328.42
67.750,103.817,55.27,328.42
67.800,103.839,55.27,328.42
67.850,103.841,55.27,328.42
67.900,103.835,55.28,328.43
67.950,103.846,55.28,328.43
68.000,103.857,55.29,328.44
68.050,103.828,55.29,328.44
68.100,103.826,55.30,328.45
68.150,103.852,55.30,328.45
68.200,103.841,55.31,328.46
68.250,103.820,55.31,328.46
68.300,103.846,55.32,328.47
68.350,103.830,55.32,328.47
68.400,103.839,55.32,328.47
68.450,103.824,55.32,328.47
68.500,103.859,55.32,328.47
68.550,103.804,55.32,328.47
68.600,103.843,55.33,328.48
68.650,103.830,55.33,328.48
68.700,103.796,55.33,328.48
68.750,103.833,55.33,328.48
68.800,103.815,55.34,328.49
68.850,103.846,55.34,328.49
68.900,103.807,55.34,328.49
68.950,103.794,55.35,328.50
69.000,103.826,55.35,328.50
69.050,103.826,55.35,328.50
69.100,103.807,55.36,328.51
69.150,103.804,55.36,328.51
69.200,103.798,55.36,328.51
69.250,103.817,55.37,328.52
69.300,103.835,55.37,328.52
69.350,103.817,55.37,328.52
69.400,103.811,55.37,328.52
69.450,103.813,55.37,328.52
69.500,103.815,55.37,328.52
69.550,103.815,55.37,328.52
69.600,103.817,55.37,328.52
69.650,103.820,55.36,328.51
69.700,103.811,55.37,328.52
69.750,103.811,55.36,328.51
69.800,103.807,55.36,328.51
69.850,103.787,55.37,328.52
69.900,103.835,55.37,328.52
69.950,103.798,55.37,328.52
70.000,103.798,55.37,328.52
70.050,103.815,55.37,328.52
70.100,103.759,55.37,328.52
70.150,103.809,55.37,328.52
70.200,103.802,55.37,328.52
70.250,103.813,55.37,328.52
70.300,103.794,55.37,328.52
70.350,103.778,55.37,328.52
70.400,103.807,55.37,328.52
70.450,103.778,55.37,328.52
70.500,103.759,55.37,328.52
70.550,103.763,55.37,328.52
70.600,103.787,55.37,328.52
70.650,103.772,55.37,328.52
70.700,103.772,55.37,328.52
70.750,103.787,55.37,328.52
70.800,103.802,55.38,328.53
70.850,103.789,55.38,328.53
70.900,103.774,55.38,328.53
70.950,103.794,55.38,328.53
71.000,103.739,55.38,328.53
71.050,103.776,55.38,328.53
71.100,103.765,55.38,328.53
71.150,103.763,55.38,328.53
71.200,103.781,55.39,328.54
71.250,103.759,55.39,328.54
71.300,103.746,55.39,328.54
71.350,103.765,55.39,328.54
71.400,103.807,55.39,328.54
71.450,103.774,55.40,328.55
71.500,103.761,55.40,328.55
71.550,103.794,55.40,328.55
71.600,103.748,55.40,328.55
71.650,103.763,55.39,328.54
71.700,103.798,55.40,328.55
71.750,103.770,55.39,328.54
71.800,103.748,55.39,328.54
71.850,103.772,55.39,328.54
71.900,103.744,55.40,328.55
71.950,103.757,55.40,328.55
72.000,103.763,55.39,328.54
72.050,103.759,55.39,328.54
72.100,103.759,55.39,328.54
72.150,103.763,55.39,328.54
72.200,103.763,55.39,328.54
72.250,103.776,55.39,328.54
72.300,103.761,55.39,328.54
72.350,103.750,55.39,328.54
72.400,103.742,55.39,328.54
72.450,103.748,55.39,328.54
72.500,103.744,55.39,328.54
72.550,103.750,55.39,328.54
72.600,103.737,55.39,328.54
72.650,103.742,55.39,328.54
72.700,103.737,55.39,328.54
72.750,103.726,55.40,328.55
72.800,103.763,55.40,328.55
72.850,103.728,55.40,328.55
72.900,103.720,55.41,328.56
72.950,103.759,55.41,328.56
73.000,103.720,55.41,328.56
73.050,103.722,55.42,328.57
73.100,103.744,55.42,328.57
73.150,103.739,55.43,328.58
73.200,103.772,55.43,328.58
73.250,103.737,55.44,328.59
73.300,103.737,55.45,328.60
73.350,103.735,55.45,328.60
73.400,103.772,55.46,328.61
73.450,103.744,55.47,328.62
73.500,103.742,55.47,328.62
73.550,103.746,55.48,328.63
73.600,103.713,55.49,328.64
73.650,103.720,55.50,328.65
73.700,103.735,55.51,328.66
73.750,103.742,55.51,328.66
73.800,103.737,55.52,328.67
73.850,103.715,55.53,328.68
73.900,103.748,55.53,328.68
73.950,103.752,55.54,328.69
74.000,103.733,55.55,328.70
74.050,103.720,55.56,328.71
74.100,103.733,55.56,328.71
74.150,103.742,55.57,328.72
74.200,103.755,55.57,328.72
74.250,103.733,55.58,328.73
74.300,103.731,55.59,328.74
74.350,103.728,55.59,328.74
74.400,103.739,55.60,328.75
74.450,103.742,55.60,328.75
74.500,103.744,55.61,328.76
74.550,103.726,55.62,328.77
74.600,103.705,55.62,328.77
74.650,103.696,55.63,328.78
74.700,103.731,55.64,328.79
74.750,103.746,55.64,328.79
74.800,103.739,55.65,328.80
74.850,103.715,55.66,328.81
74.900,103.720,55.66,328.81
74.950,103.683,55.67,328.82
75.000,103.733,55.68,328.83
75.050,103.722,55.69,328.84
75.100,103.724,55.70,328.85
75.150,103.737,55.71,328.86
75.200,103.768,55.71,328.86
75.250,103.713,55.72,328.87
75.300,103.707,55.73,328.88
75.350,103.733,55.74,328.89
75.400,103.726,55.75,328.90
75.450,103.709,55.76,328.91
75.500,103.737,55.76,328.91
75.550,103.702,55.77,328.92
75.600,103.744,55.78,328.93
75.650,103.722,55.79,328.94
75.700,103.739,55.79,328.94
75.750,103.724,55.80,328.95
75.800,103.737,55.81,328.96
75.850,103.731,55.81,328.96
75.900,103.731,55.82,328.97
75.950,103.715,55.83,328.98
76.000,103.739,55.84,328.99
76.050,103.731,55.84,328.99
76.100,103.713,55.85,329.00
76.150,103.739,55.86,329.01
76.200,103.726,55.86,329.01
76.250,103.728,55.87,329.02
76.300,103.722,55.88,329.03
76.350,103.742,55.88,329.03
76.400,103.689,55.89,329.04
76.450,103.718,55.90,329.05
76.500,103.681,55.91,329.06
76.550,103.722,55.92,329.07
76.600,103.726,55.93,329.08
76.650,103.689,55.94,329.09
76.700,103.709,55.95,329.10
76.750,103.718,55.96,329.11
76.800,103.726,55.97,329.12
76.850,103.702,55.97,329.12
76.900,103.731,55.98,329.13
76.950,103.705,55.99,329.14
77.000,103.720,55.99,329.14
77.050,103.737,55.99,329.14
77.100,103.731,56.00,329.15
77.150,103.700,56.00,329.15
77.200,103.672,56.00,329.15
77.250,103.687,56.01,329.16
77.300,103.698,56.01,329.16
77.350,103.702,56.01,329.16
77.400,103.700,56.02,329.17
77.450,103.702,56.02,329.17
77.500,103.694,56.02,329.17
77.550,103.694,56.03,329.18
77.600,103.676,56.04,329.19
77.650,103.679,56.04,329.19
77.700,103.700,56.05,329.20
77.750,103.711,56.06,329.21
